1125	71
32	3
0	0
0	0
21	3
33	3
1	0
3	1
6	0
0	0
34	9
9	0
4	0
6	0
0	0
1	0
0	0
95	10
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
13	1
0	0
4	0
2	0
1	0
14	0
14	0
55	0
2	0
4	0
0	0
12	0
1	0
0	0
5	1
25	4
1	0
0	0
5	3
0	0
15	0
3	0
0	0
3	0
2	0
2	0
0	0
11	0
2	0
0	0
11	0
1	0
0	0
0	0
17	0
16	0
0	0
25	1
3	0
3	0
8	1
2	0
8	0
22	0
26	0
0	0
2	0
17	0
16	0
1	0
7	0
0	0
0	0
3	0
2	0
0	0
1	0
1	0
8	0
2	1
1	0
11	0
0	0
0	0
9	0
13	3
9	0
0	0
2	0
20	0
0	0
16	1
0	0
13	1
20	0
14	9
6	1
19	4
0	0
1	0
4	0
4	0
6	0
4	0
12	0
54	0
0	0
58	6
27	1
4	0
11	8
0	0
1	0
2	0
23	1
2	0
0	0
0	0
1	0
8	0
3	0
5	2
2	0
3	0
10	0
0	0
4	0
4	0
3	1
7	0
8	1
2	0
17	3
7	1
9	0
1	0
2	0
0	0
10	0
