0.91776	66	1519	1559	25.73	17494
0.90932	73	1506	1568	28.346	17763
0.92689	57.5	1489	1542	21.353	30767
0.93147	54	1502	1542	23.714	22785
0.92235	62	1516	1554	37.031	19096
0.90049	80.5	1505	1570	31.36	22285
0.91801	66	1522	1566	28.497	26199
0.91259	70.5	1514	1571	31.017	21562
0.92781	57.5	1513	1558	32.479	14085
0.91469	68.5	1512	1563	29.749	16356
0.89963	82	1536	1568	32.939	26805
0.92916	56	1508	1542	26.478	28799
0.89932	81.5	1510	1565	30.39	20102
0.89626	84.5	1522	1567	27.614	21066
0.91548	68	1511	1571	31.304	26960
0.91729	66.5	1511	1572	29.302	14148
0.90971	72.5	1506	1561	33.005	16311
0.92498	59	1492	1536	17.2	28958
0.91765	66	1522	1552	35.607	18434
0.91142	71	1496	1568	22.676	29996
0.92989	55	1485	1543	20.14	22106
0.91073	72	1507	1575	26.517	25794
0.91375	69	1499	1563	28.551	28157
0.90438	77.5	1526	1561	28.1	10975
0.91708	66.5	1519	1556	32.666	36845
0.90166	80	1519	1575	34.848	21511
0.92726	57.5	1502	1545	33.513	27660
0.91635	67	1502	1568	22.607	19311
0.92361	60.5	1502	1545	25.591	10183
0.90993	73	1514	1582	25.31	27608
