0.96063	30	1490	1498	10.741	13.844
0.95618	33.5	1499	1492	12.192	6.5878
0.96588	26	1503	1493	15.436	16.39
0.9625	28.5	1497	1486	9.1608	9.4394
1	0	1484	1484	5.977	6.4679
0.94778	40	1501	1483	9.8283	6.2874
0.95863	31.5	1488	1495	10.055	7.0367
0.96515	26.5	1494	1495	6.9977	12.074
1	0	1493	1493	9.7779	10.132
0.99866	1	1489	1489	12.023	12.561
0.95752	32.5	1506	1489	11.396	11.675
0.97185	21	1471	1471	9.549	6.0673
0.94203	44	1472	1476	5.8335	5.844
0.95776	32	1480	1486	13.416	11.806
0.97799	16.5	1483	1482	10.581	10.52
0.95114	37.5	1503	1492	16.316	11.41
0.95104	37.5	1495	1494	18.305	15.791
0.98354	12.5	1509	1504	17.855	17.992
1	0	1464	1464	3.5965	3.539
0.96998	22.5	1482	1471	9.9673	5.883
0.99524	3.5	1467	1470	6.2316	6.1261
0.95276	36	1483	1493	11.468	12.565
0.95726	32.5	1485	1492	8.8917	15.877
0.96187	29	1498	1486	11.096	15.541
0.97002	22.5	1478	1479	10.04	11.018
0.96082	29.5	1475	1478	9.6553	7.9855
0.96757	24.5	1480	1493	7.2476	12.807
0.96939	23	1486	1474	10.218	7.198
0.94713	41	1515	1505	13.685	12.382
0.95282	36	1499	1481	11.821	9.2489
