0.92173	62.5	1515	1554	30.17	3793.4
0.94095	46	1496	1528	22.153	2599.9
0.92816	56.5	1494	1539	13.407	3048.1
0.94054	46.5	1497	1538	21.643	3854.8
0.91307	69.5	1510	1549	26.936	4807.9
0.92694	57.5	1491	1542	20.328	3267.1
0.91056	72	1512	1564	22.282	3085.3
0.93453	51	1488	1526	17.025	2802.8
0.94031	46.5	1505	1518	22.27	5317.9
0.93594	50	1495	1527	16.562	3454
0.91651	67	1517	1559	26.576	4388.4
0.91635	66.5	1494	1553	19.538	3312.3
0.9237	61	1513	1563	18.767	3150.2
0.92834	56.5	1507	1534	17.863	3209.2
0.93359	51.5	1481	1518	10.825	2758.6
0.94015	46.5	1497	1518	20.476	4948.9
0.9241	60	1497	1545	19.662	4402.2
0.9268	57.5	1484	1543	13.555	2882.5
0.93594	50	1497	1525	19.898	3062
0.92337	60.5	1497	1540	14.748	3646.7
0.93073	55	1510	1556	25.948	4358.8
0.92375	61	1519	1559	28.842	4262.4
0.92977	54.5	1476	1519	11.428	3425.5
0.93282	52.5	1489	1532	18.313	3031.2
0.92464	59.5	1505	1534	21.633	4595.6
0.93968	47.5	1510	1545	31.473	3404.4
0.9365	49.5	1493	1526	12.282	3955.3
0.92555	59	1510	1542	20.738	2971.3
0.93934	47.5	1503	1534	22.099	4122.1
0.93802	48	1486	1516	17.27	3410.4
