0.52941	2
0.64706	2
0.61765	2
0.61765	2
0.55882	2
0.61765	2
0.55882	2
0.55882	2
0.58824	2
0.55882	2
0.61765	2
0.5	2
0.55882	2
0.58824	2
0.61765	2
0.52941	2
0.58824	2
0.52941	2
0.61765	2
0.52941	2
0.58824	5
0.5	5
0.58824	5
0.58824	5
0.58824	5
0.55882	5
0.58824	5
0.52941	5
0.55882	5
0.55882	5
0.58824	5
0.5	5
0.55882	5
0.64706	5
0.58824	5
0.58824	5
0.55882	5
0.58824	5
0.61765	5
0.47059	5
0.52941	10
0.64706	10
0.58824	10
0.61765	10
0.61765	10
0.52941	10
0.58824	10
0.61765	10
0.52941	10
0.55882	10
0.58824	10
0.5	10
0.64706	10
0.64706	10
0.61765	10
0.52941	10
0.61765	10
0.58824	10
0.61765	10
0.55882	10
0.55882	15
0.55882	15
0.58824	15
0.64706	15
0.58824	15
0.58824	15
0.70588	15
0.67647	15
0.61765	15
0.58824	15
0.61765	15
0.64706	15
0.55882	15
0.61765	15
0.61765	15
0.58824	15
0.67647	15
0.61765	15
0.55882	15
0.58824	15
0.55882	20
0.64706	20
0.55882	20
0.61765	20
0.64706	20
0.64706	20
0.61765	20
0.58824	20
0.64706	20
0.58824	20
0.61765	20
0.55882	20
0.55882	20
0.67647	20
0.55882	20
0.55882	20
0.61765	20
0.61765	20
0.55882	20
0.61765	20
0.64706	25
0.67647	25
0.55882	25
0.61765	25
0.58824	25
0.64706	25
0.67647	25
0.58824	25
0.58824	25
0.55882	25
0.61765	25
0.61765	25
0.61765	25
0.61765	25
0.55882	25
0.52941	25
0.64706	25
0.64706	25
0.58824	25
0.61765	25
0.55882	30
0.67647	30
0.52941	30
0.58824	30
0.64706	30
0.64706	30
0.64706	30
0.55882	30
0.61765	30
0.52941	30
0.61765	30
0.64706	30
0.58824	30
0.55882	30
0.47059	30
0.52941	30
0.61765	30
0.55882	30
0.52941	30
0.61765	30
