1042	76
27	8
0	0
0	0
17	1
35	3
1	0
3	0
6	0
0	0
30	5
2	0
5	0
8	0
1	0
1	0
0	0
83	18
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
12	1
0	0
5	1
0	0
0	0
14	0
11	0
58	0
2	0
3	0
0	0
8	0
1	0
0	0
5	0
25	2
2	1
0	0
5	3
0	0
14	0
4	0
0	0
3	0
2	0
2	0
0	0
10	0
4	0
1	0
12	0
1	0
0	0
0	0
16	0
14	0
0	0
20	1
4	0
3	0
8	1
7	0
10	0
20	1
23	0
0	0
2	0
17	0
8	0
1	0
6	0
0	0
0	0
4	1
1	0
0	0
1	0
1	0
7	0
5	1
1	0
9	0
0	0
0	0
7	0
14	4
7	0
0	0
2	0
18	1
0	0
13	2
0	0
9	1
24	0
14	10
7	1
27	12
2	0
1	0
3	0
0	0
9	0
4	0
12	0
68	1
0	0
63	5
27	1
4	0
9	7
0	0
1	0
1	0
11	1
2	0
0	0
0	0
1	0
2	0
1	0
6	1
4	0
4	0
10	0
0	0
6	0
4	0
4	1
6	0
7	1
2	0
18	7
8	1
5	0
2	0
2	0
0	0
8	3
