0.93185	53.5	1504	1529	11.235	107.74
0.96483	26.5	1472	1489	8.0177	123.34
0.95063	37.5	1468	1495	8.079	199.31
0.94387	43.5	1494	1519	12.674	192.56
0.95059	37.5	1473	1488	8.0672	126.54
0.96284	28	1475	1483	9.456	131.29
0.94816	39.5	1468	1501	8.1925	120.58
0.94826	39.5	1475	1500	7.1842	145.49
0.9543	34.5	1461	1490	4.5527	119.08
0.95508	34.5	1497	1506	16.606	211.11
0.96431	27	1485	1487	12.08	158.34
0.95257	36	1476	1488	11.016	95.721
0.96556	26	1469	1499	3.886	117.46
0.9472	40.5	1481	1506	9.2828	123.46
0.95979	30.5	1477	1496	12.947	115.62
0.95487	34.5	1485	1504	11.08	99.675
0.95326	35.5	1475	1492	8.7232	147.83
0.95248	36	1469	1489	7.0901	189.52
0.95698	32.5	1466	1491	4.4962	94.687
0.95392	35	1486	1482	8.8068	119.11
0.94785	39.5	1473	1478	7.9217	209.47
0.94778	40	1481	1503	8.9155	157.55
0.94027	46.5	1498	1523	13.024	139.61
0.96678	25	1475	1485	8.5688	109.48
0.96424	27	1477	1489	9.8488	161.18
0.97409	19.5	1482	1489	7.7005	170.01
0.95046	38	1482	1510	9.9652	165.3
0.94977	38.5	1486	1503	7.7517	158.48
0.95112	37	1462	1492	5.0199	188.61
0.95244	36.5	1488	1509	13.504	147.14
