0.91894	65.5	1530	1571	39.668	28650
0.92399	60.5	1503	1560	24.96	46466
0.91625	67	1497	1569	21.181	25965
0.90111	80.5	1533	1562	30.271	34651
0.91118	71.5	1515	1562	31.169	40464
0.90441	77	1507	1561	29.336	38195
0.90257	79.5	1525	1580	38.559	27298
0.91615	67.5	1514	1571	34.501	24745
0.90482	77	1511	1571	22.701	42960
0.90012	81	1504	1578	24.135	32816
0.89737	84	1520	1586	24.205	36698
0.92583	59	1518	1546	37.529	27276
0.91331	70	1514	1576	26.085	42616
0.91182	70.5	1514	1543	24.972	38666
0.90836	74	1515	1567	34.194	41159
0.89792	83.5	1528	1577	32.905	14099
0.90853	74	1518	1570	28.983	28920
0.91114	71	1489	1565	20.82	43658
0.90909	73	1502	1564	22.848	47005
0.90325	79	1520	1588	29.043	32766
0.90515	76.5	1500	1573	19.081	46543
0.92588	59	1512	1554	32.017	36561
0.90515	76.5	1503	1570	29.968	55450
0.9065	75.5	1513	1566	26.516	33425
0.92082	63.5	1514	1567	34.304	36242
0.8972	84.5	1537	1582	39.606	52429
0.90091	81.5	1537	1590	40.985	34987
0.90006	82.5	1538	1599	41.948	33410
0.91106	72	1504	1590	33.293	14392
0.91507	68.5	1524	1565	32.917	33638
