0.92505	60	1521	1561	22.645	11829
0.91887	64.5	1502	1549	29.015	15742
0.9307	53.5	1467	1514	10.34	12375
0.90203	79.5	1516	1571	25.534	13003
0.92058	63.5	1511	1560	36.07	7468.9
0.92774	56	1472	1516	10.402	14863
0.92033	63.5	1507	1554	19.556	10134
0.91427	68.5	1502	1557	25.928	7711.7
0.92607	58	1498	1524	15.449	12231
0.92803	56.5	1486	1541	15.251	9856.3
0.92023	63.5	1504	1553	27.706	8724.3
0.93245	53.5	1512	1549	25.127	12873
0.91924	64	1504	1538	24.669	10012
0.91399	69.5	1529	1564	28.992	9349.3
0.91599	67	1502	1554	26.332	8541.8
0.90983	72	1502	1548	15.795	8232.4
0.90267	78.5	1512	1557	27.803	10246
0.92122	62	1477	1547	16.689	8377.5
0.91182	70.5	1499	1558	16.255	12429
0.91304	70	1503	1577	27.119	20952
0.93064	54	1489	1517	16.698	8484
0.92337	61	1515	1547	22.527	10406
0.92003	63.5	1503	1546	24.499	9790.4
0.92511	59.5	1504	1555	22.803	10636
0.93516	51	1514	1530	29.975	8424.1
0.92168	62.5	1512	1555	25.745	12948
0.92994	55	1495	1535	25.631	13827
0.91147	71	1511	1555	26.215	12507
0.91475	68.5	1501	1576	21.736	18740
0.91729	66.5	1523	1560	31.917	12838
