0.84466	0.56522	0.099237
0.84223	0.51613	0.12214
0.83981	0.47826	0.083969
0.8483	0.65	0.099237
0.84466	0.57143	0.091603
0.84345	0.53846	0.10687
0.84466	0.56522	0.099237
0.83495	0.4	0.076336
0.84466	0.56522	0.099237
0.84223	0.52174	0.091603
0.84345	0.55	0.083969
0.84223	0.52	0.099237
0.83738	0.44444	0.091603
0.84345	0.54167	0.099237
0.84102	0.5	0.091603
0.84223	0.52381	0.083969
0.83981	0.48	0.091603
0.84102	0.5	0.083969
0.84587	0.6	0.091603
0.84587	0.59091	0.099237
0.84466	0.56522	0.099237
0.83738	0.44	0.083969
0.8483	0.65	0.099237
0.8483	0.66667	0.091603
0.83981	0.48	0.091603
0.84466	0.56	0.10687
0.84223	0.52	0.099237
0.84223	0.52	0.099237
0.84951	0.68421	0.099237
0.84466	0.56522	0.099237
0.84466	0.56	0.10687
0.84587	0.625	0.076336
0.84709	0.6087	0.10687
0.84466	0.57143	0.091603
0.84951	0.68421	0.099237
0.84223	0.52381	0.083969
0.84223	0.52174	0.091603
0.84223	0.53333	0.061069
0.84345	0.54545	0.091603
0.84466	0.56	0.10687
0.84587	0.6	0.091603
0.8483	0.61538	0.12214
0.83981	0.47619	0.076336
0.84345	0.53846	0.10687
0.84466	0.56	0.10687
0.84345	0.54545	0.091603
0.84587	0.59091	0.099237
0.84223	0.52174	0.091603
0.84102	0.5	0.076336
0.83981	0.48148	0.099237
0.83859	0.45833	0.083969
