0.9601	30.5	1495	1502	15.451	11.999
0.95609	33.5	1481	1504	9.2813	17.215
0.95672	33	1495	1489	17.516	14.49
0.93826	48	1511	1503	19.601	17.94
0.96197	29	1494	1498	17.32	22.248
0.94466	43	1514	1508	20.488	20.482
0.95905	31	1483	1483	7.5691	7.6375
0.94832	40	1500	1516	20.503	24.279
0.95052	38	1501	1495	18.875	11.619
0.96772	24.5	1497	1490	19.811	22.185
0.97787	16.5	1475	1474	6.6735	7.1904
0.95466	35	1516	1502	19.575	16.685
0.96869	24	1511	1507	20.111	17.317
0.95208	37.5	1532	1523	27.607	26.833
0.95272	36.5	1498	1517	17.256	21.374
0.95484	35	1512	1518	19.291	17.915
0.9437	44	1524	1514	24.5	27.424
0.95942	31	1498	1496	17.397	18.504
0.94186	45	1502	1504	14.594	16.563
0.96708	25	1490	1498	11.465	11.237
0.9473	40.5	1494	1499	14.555	19.506
0.9674	24.5	1474	1483	7.6237	13.41
0.96492	26.5	1480	1489	12.714	17.571
0.96044	30.5	1515	1508	22.311	20.709
0.95922	31.5	1509	1518	19.901	22.216
0.95514	34.5	1506	1501	13.636	13.679
0.95712	33	1511	1501	21.97	17.034
0.94023	46.5	1511	1508	21.283	19.425
0.94671	40.5	1479	1480	14.221	11.812
0.96563	26	1497	1477	11.854	11.426
