0.98915	8	1468	1466	7.0581	7.396
0.96213	28.5	1476	1477	7.2508	6.7553
0.94545	42	1498	1498	10.061	9.7576
0.99864	1	1475	1475	10.074	10.71
0.98375	12	1465	1465	2.863	2.9694
0.96064	29.5	1472	1467	6.8038	3.5106
0.95672	33	1497	1487	8.8639	7.0115
1	0	1472	1472	5.8713	5.6638
0.99197	6	1492	1486	6.4573	5.7905
1	0	1474	1474	5.9362	5.8742
0.94004	46.5	1489	1520	5.9435	16.436
1	0	1484	1484	9.7534	9.9425
0.96362	27.5	1485	1484	8.1226	7.3594
0.95241	36	1487	1467	9.6798	3.6746
0.95624	33.5	1498	1497	15.116	14.843
0.97187	21	1471	1473	5.9428	8.6001
0.94754	40.5	1501	1506	13.066	14.656
0.96205	28.5	1478	1469	8.2075	6.4067
0.94593	41.5	1490	1497	10.03	10.285
0.95863	31.5	1487	1496	7.1133	9.8795
1	0	1465	1465	6.0044	5.6808
0.966	25.5	1477	1472	8.9603	5.5941
0.96509	26.5	1493	1490	7.3629	6.5912
0.98475	11.5	1496	1497	12.062	10.668
0.95046	37.5	1481	1472	8.4788	5.4744
0.96067	29.5	1469	1472	9.1571	7.2829
0.95609	33	1477	1463	7.4693	2.9666
0.95569	33.5	1488	1469	10.607	6.0457
0.96072	29.5	1468	1477	6.6362	3.3348
0.96328	27.5	1476	1465	9.666	5.5689
