0.95101	37.5	1498	1489	19.096	11.105
0.95317	35.5	1480	1481	12.12	9.7708
0.94823	39.5	1483	1490	7.0268	11.362
0.96284	28	1486	1472	11.22	10.308
0.95749	32.5	1504	1489	22.468	16.6
0.95776	32.5	1506	1507	18.911	17.543
0.94308	44	1501	1503	19.119	16.691
0.95124	37.5	1492	1509	10.521	21.175
0.98993	7.5	1486	1477	11.369	9.4481
0.95863	31.5	1495	1488	11.681	13.283
0.96047	30.5	1518	1507	20.19	16.53
0.96084	30	1506	1498	20.285	13.689
0.95982	30.5	1485	1490	10.067	11.017
0.94344	44	1513	1511	25.369	16.62
0.94805	40	1506	1494	11.763	12.882
0.95869	31.5	1494	1493	12.591	12.632
0.94961	38.5	1501	1478	15.164	14.09
0.98108	14	1468	1464	6.5159	7.2048
0.95598	33.5	1493	1484	10.656	9.7839
0.96203	28.5	1473	1472	7.2169	6.4902
0.95776	32.5	1509	1504	18.724	19.771
0.95593	34	1514	1504	22.501	20.324
0.94186	45	1496	1510	15.465	24.544
0.95291	36	1492	1494	13.854	12.585
0.98747	9.5	1509	1504	19.211	20.92
0.96653	25	1474	1464	11.732	7.3708
0.95144	37	1489	1485	6.846	9.9603
0.95979	30.5	1493	1480	13.104	12.141
0.96982	23	1500	1502	13.465	13.964
0.9595	30.5	1475	1476	6.9329	6.4623
