rxn00001	0
rxn00003	1
rxn00012	0
rxn00018	0
rxn00033	0
rxn00055	0
rxn00056	0
rxn00066	0
rxn00068	0
rxn00075	0
rxn00077	0
rxn00086	0
rxn00097	0
rxn00100	0
rxn00101	0
rxn00102	0
rxn00105	0
rxn00113	0
rxn00117	0
rxn00119	0
rxn00122	1
rxn00124	0
rxn00125	0
rxn00126	0
rxn00132	0
rxn00138	0
rxn00139	0
rxn00141	0
rxn00145	0
rxn00148	0
rxn00157	0
rxn00159	0
rxn00162	0
rxn00171	0
rxn00173	0
rxn00179	0
rxn00181	0
rxn00184	0
rxn00187	0
rxn00192	0
rxn00193	1
rxn00199	0
rxn00206	0
rxn00213	1
rxn00214	0
rxn00216	0
rxn00223	0
rxn00224	0
rxn00225	0
rxn00231	0
rxn00239	0
rxn00242	0
rxn00245	0
rxn00251	0
rxn00256	0
rxn00258	0
rxn00259	0
rxn00260	0
rxn00276	0
rxn00283	1
rxn00290	0
rxn00293	0
rxn00299	0
rxn00300	1
rxn00303	0
rxn00305	0
rxn00312	1
rxn00313	0
rxn00327	0
rxn00337	0
rxn00340	0
rxn00345	0
rxn00351	0
rxn00358	0
rxn00363	0
rxn00365	0
rxn00368	0
rxn00369	0
rxn00374	0
rxn00376	0
rxn00390	0
rxn00393	1
rxn00410	0
rxn00412	0
rxn00414	0
rxn00416	0
rxn00420	0
rxn00423	0
rxn00440	0
rxn00450	0
rxn00452	0
rxn00459	0
rxn00461	1
rxn00470	1
rxn00474	0
rxn00484	0
rxn00488	1
rxn00493	0
rxn00497	0
rxn00499	0
rxn00515	0
rxn00519	0
rxn00527	1
rxn00529	0
rxn00530	1
rxn00532	0
rxn00539	0
rxn00542	0
rxn00543	0
rxn00545	0
rxn00547	0
rxn00548	0
rxn00552	0
rxn00555	0
rxn00558	0
rxn00566	0
rxn00568	0
rxn00606	0
rxn00608	0
rxn00627	0
rxn00636	0
rxn00646	0
rxn00650	0
rxn00655	0
rxn00658	0
rxn00670	0
rxn00679	0
rxn00689	0
rxn00692	0
rxn00695	0
rxn00704	0
rxn00707	0
rxn00708	0
rxn00709	0
rxn00710	1
rxn00711	0
rxn00712	0
rxn00719	0
rxn00726	0
rxn00727	0
rxn00734	0
rxn00735	0
rxn00736	0
rxn00737	0
rxn00741	0
rxn00745	0
rxn00747	0
rxn00763	0
rxn00770	0
rxn00771	0
rxn00775	0
rxn00776	0
rxn00777	0
