0.92735	57.5	1509	1542	15.838	567.52
0.93718	48.5	1477	1514	10.055	692.31
0.95151	37	1479	1499	10.605	1030.1
0.92583	59	1514	1550	20.435	1455.9
0.93139	54	1511	1529	17.999	633.58
0.94531	42	1475	1513	10.639	1050.5
0.94781	40	1479	1507	13.522	817.71
0.94064	45.5	1475	1500	9.3099	619.48
0.95238	36	1461	1491	5.295	617.35
0.93338	52	1497	1521	16.459	1057.2
0.95146	37.5	1497	1518	20.775	1111.1
0.94699	40.5	1476	1499	9.6517	639.45
0.96235	28.5	1475	1496	10.454	749.86
0.93621	49.5	1491	1514	15.978	1068.3
0.95046	38	1485	1507	17.584	752.14
0.94383	43.5	1496	1515	16.716	1388.9
0.94197	45	1498	1514	13.831	782.32
0.95197	36.5	1469	1498	7.8403	619.49
0.93945	46.5	1466	1513	5.0251	762.24
0.94967	38.5	1486	1497	6.7826	758.97
0.94764	40	1479	1497	13.704	614.66
0.9294	55	1481	1525	9.1586	684.78
0.93982	47	1498	1532	12.451	646.36
0.93509	50.5	1488	1523	10.495	784.53
0.96687	25	1477	1491	7.365	1343.9
0.96354	28	1501	1515	15.657	987.82
0.93613	49.5	1485	1516	16.403	785.03
0.9411	45.5	1486	1513	8.6646	859.14
0.94351	43.5	1484	1509	18.395	910.89
0.9414	45.5	1488	1527	12.744	670.79
