1268	64
28	5
0	0
0	0
22	2
37	3
1	0
5	0
6	0
0	0
38	7
10	0
5	0
13	0
1	0
1	0
0	0
90	9
0	0
1	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
10	2
0	0
6	1
0	0
0	0
14	0
14	0
57	0
2	0
3	0
0	0
8	0
1	0
0	0
4	0
28	3
2	1
0	0
6	3
0	0
23	0
5	0
0	0
3	0
4	0
2	0
0	0
10	0
1	0
0	0
10	0
1	0
0	0
0	0
16	0
16	0
0	0
22	1
4	0
3	0
9	1
7	0
9	0
25	0
28	0
0	0
2	0
19	0
8	0
1	0
9	0
0	0
0	0
4	0
2	0
0	0
1	0
1	0
8	0
5	2
1	0
13	0
0	0
0	0
9	0
13	1
8	0
0	0
2	0
20	0
0	0
16	2
0	0
13	1
22	0
16	10
11	1
28	5
3	0
1	0
4	0
0	0
10	0
4	0
13	0
65	0
0	0
61	4
28	1
4	0
11	7
0	0
1	0
2	0
15	1
2	0
0	0
1	0
1	0
3	0
1	0
4	1
2	0
7	0
9	0
0	0
7	0
7	0
3	0
10	0
14	0
3	0
21	5
7	1
8	0
3	0
2	0
0	0
12	3
