1123	60
32	2
0	0
0	0
19	2
25	4
1	0
3	0
6	0
0	0
29	4
12	0
5	0
5	0
1	0
1	0
0	0
93	9
0	0
1	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
11	0
0	0
4	0
0	0
0	0
14	0
14	0
58	1
2	0
4	0
0	0
12	0
1	0
0	0
5	0
28	1
2	1
0	0
6	3
0	0
14	0
3	0
0	0
3	0
2	0
2	0
0	0
10	0
1	0
0	0
10	0
1	0
0	0
0	0
15	0
14	0
0	0
10	1
3	0
3	0
8	1
3	0
7	0
22	1
25	0
0	0
2	0
17	0
17	0
1	0
7	0
0	0
0	0
4	1
2	0
0	0
1	0
1	0
8	0
4	2
1	0
11	0
0	0
0	0
9	0
15	2
7	1
0	0
2	0
20	1
0	0
14	2
0	0
9	1
24	0
14	10
9	1
27	7
2	0
1	0
3	0
4	0
7	0
4	0
13	0
68	0
0	0
65	5
27	1
4	0
6	4
0	0
1	0
2	0
10	1
2	0
0	0
0	0
1	0
6	0
3	0
6	0
2	0
2	0
8	0
0	0
3	0
2	0
2	0
10	0
12	1
2	0
17	2
7	1
6	0
1	0
2	0
0	0
9	3
