1	0	0
0	0	0
0	19	0
0	0	0
0	9	0
0	4	0
0	17	0
0	7	0
0	10	0
0	7	0
0	9	0
0	5	0
0	0	0
0	2	0
0	7	0
0	3	0
0	3	0
0	5	0
0	2	0
0	6	0
0	4	0
0	1	0
0	4	0
0	3	0
0	1	0
0	3	0
0	0	0
0	1	0
0	4	0
0	1	0
0	2	0
0	1	0
0	2	0
0	3	0
0	1	0
0	2	0
0	1	0
0	1	0
1	0	1
0	1	0
0	3	0
1	1	2
1	0	1
0	2	0
0	1	0
1	1	1
0	0	0
0	1	0
3	0	3
1	1	1
2	1	2
3	0	3
1	2	2
0	0	0
7	1	7
3	0	5
5	0	5
4	0	5
8	0	8
8	1	8
5	0	5
9	2	9
11	0	12
17	1	20
11	1	11
15	2	18
13	0	14
20	1	23
24	0	26
33	1	35
22	1	24
41	1	43
33	0	32
33	1	34
41	0	45
32	0	29
38	0	43
32	0	36
41	0	43
32	0	37
41	0	42
43	1	45
51	0	53
51	0	52
56	0	59
49	0	50
38	0	37
27	0	35
39	0	44
26	1	28
53	0	49
32	0	37
45	0	43
29	0	30
31	1	32
13	0	15
15	0	14
9	0	8
30	0	30
7	0	7
88	23	23
