0.9633	28	1494	1502	6.3973	12.034
0.9725	20.5	1466	1475	3.357	13.379
0.97645	17.5	1468	1469	6.1811	9.3729
0.96118	29.5	1489	1492	7.906	13.599
0.96197	28.5	1473	1468	7.3383	12.081
0.9651	26	1459	1469	3.2192	11.974
0.96798	24	1468	1482	7.8691	10.484
0.9713	21.5	1475	1478	8.0559	11.946
0.96933	23	1472	1482	7.207	13.377
0.96595	25.5	1471	1474	7.4432	15.413
0.98041	14.5	1470	1461	5.903	10.474
0.98716	9.5	1469	1472	4.6807	14.58
0.96725	24.5	1466	1477	3.8764	14.343
0.96676	25	1475	1483	8.4273	11.552
0.96751	24.5	1478	1489	7.9918	11.906
0.96931	23	1475	1477	8.0005	11.979
0.97436	19	1457	1469	3.6064	11.614
0.97308	20	1466	1466	4.0602	13.306
0.95664	33	1486	1492	7.6582	12.871
0.95745	32	1473	1471	7.2908	10.105
0.96693	25	1481	1493	7.5663	13.672
0.97086	22	1485	1491	8.54	14.561
0.97379	19.5	1467	1470	4.3994	12.574
0.97635	17.5	1461	1464	4.6884	10.791
0.974	19.5	1482	1479	7.2573	13.409
0.96024	30	1463	1495	5.9321	13.961
0.95664	33	1486	1492	7.1102	13.937
0.96	30	1462	1478	4.2445	10.528
0.96095	29.5	1477	1486	7.4519	13.68
